Unnamed: 0,frame_no,A1_x,A1_y,A1_confidence,A1_method,A2_x,A2_y,A2_confidence,A2_method,position_3d_pixels,A1_reprojected_point,A1_error_cm,A2_reprojected_point,A2_error_cm,anomaly_detected
55,1179,1210,435,0.3,LK,999,408,0.7274074491238363,BG/YOLO,"[2316.328629573104, -816.5845932195755, 8883.852305647963]","[2416.0719233879627, 885.4695492068622]",7.827498136577965,"[1995.1118771529702, 791.5870306588188]",14.104264959685379,False
57,1181,1125,455,0.6678897206844195,BG,385,431,0.6737651190752144,BG,"[733.2524124374144, -389.258731161217, 1920.4822340621579]","[2618.4761057152227, 709.9506797937754]",50.08536917198585,"[819.2797827133519, 900.8145826290087]",9.12162510708424,True
58,1182,1108,459,0.4701980054378509,YOLO,1077,431,0.702171935411287,BG/YOLO,"[1287.352126280249, -638.2552202882493, 9168.240169468323]","[2214.9237409748366, 920.8077123772443]",1.2940196561984467,"[2153.3705986831287, 858.9947022914073]",2.050706336728722,False
59,1183,1088,465,0.6013549912688727,BG,1100,439,0.6012979338478888,BG,"[1084.9675112119237, -580.5374682664802, 9299.243728946081]","[2175.233132484563, 932.1964281459335]",1.0341599755734423,"[2199.415701676184, 875.7997516539546]",1.6219045874421414,False
60,1184,1088,464,0.4,LK,1123,446,0.6082147725892362,BG,"[1103.819269560812, -565.4279408828289, 9468.057888898971]","[2175.0840655507977, 936.4888192672024]",4.74329310727652,"[2244.9936847640083, 879.8216400183761]",7.66846028586436,False
61,1185,1053,476,0.6833714222792671,BG,1145,454,0.7461447538866685,BG/YOLO,"[719.1644202869305, -467.89092134411203, 9582.457897516148]","[2105.6497299645707, 953.7470127977936]",0.9119855600968855,"[2289.462128395377, 906.3422774616969]",1.4151204855168662,False
62,1186,1037,481,0.6114453778727781,BG,1166,462,0.6288634838411926,BG,"[544.455214326475, -409.15065029460334, 9723.648272050166]","[2073.790442167744, 964.4425497087675]",1.3861350190462034,"[2331.4955236304377, 921.2739715406154]",2.1424214117035283,False
63,1187,1021,486,0.6159313487097995,BG,1186,469,0.6935989135132409,BG,"[364.1583380416759, -352.33812824521175, 9862.747488138697]","[2041.909280922745, 974.5102845783814]",1.4816635327538048,"[2371.5824785494633, 935.2018332934615]",2.2787713205906432,False
64,1188,1006,492,0.6587925570046589,BG,1206,478,0.8301506638526917,YOLO,"[190.53889352504646, -278.61253564293025, 10008.826276290247]","[2012.0087837334636, 987.008203542505]",1.8400431120608052,"[2411.735678892887, 952.509810616775]",2.821619728080235,False
65,1189,991,497,0.6325046980505941,BG,1224,485,0.7332215697643618,BG,"[11.44256078809276, -217.27350438040742, 10144.141508075618]","[1982.0688819200484, 997.1778325951547]",1.9889519766413222,"[2447.9097495853243, 966.3616220691441]",3.034425396642482,False
66,1190,977,503,0.5946550193165179,BG/YOLO,1242,492,0.7486183572202703,BG,"[-160.66280477101625, -147.4448005201686, 10285.151586624042]","[1954.0686415247876, 1008.4009518333125]",1.53007725321238,"[2484.112304272576, 981.6579535713245]",2.326673584217625,False
67,1191,963,508,0.7212536253787859,BG,1260,500,0.786295076278622,BG/YOLO,"[-337.49138759134, -77.56773840147156, 10431.469081874828]","[1926.0959813918046, 1019.3338409544604]",2.155293548803343,"[2520.427304887105, 996.4514365215415]",3.267475726369832,False
68,1192,951,514,0.6596457161029652,BG,1276,507,0.7630414677854918,BG/YOLO,"[-493.96034486388055, -3.5123398141875675, 10566.080533674223]","[1902.0284420391436, 1030.5895949717262]",1.6859396698475486,"[2552.7058681067633, 1011.7585370994835]",2.550802582922585,False
69,1193,937,518,0.6866666357326704,BG/YOLO,1292,515,0.7435380322334679,BG,"[-679.5578095346057, 64.27900435195747, 10706.293612074673]","[1874.071222471272, 1040.629615348598]",3.047355283978408,"[2585.205048963705, 1025.004574384936]",4.588370510502235,False
70,1194,937,516,0.4,LK,1308,523,0.7964021064278015,BG/YOLO,"[-684.9390073875455, 85.75304336635372, 10841.51012755097]","[1874.5648760473978, 1043.6494849356154]",7.819161202095995,"[2618.184709912205, 1030.5542214932696]",11.983304270156536,False
71,1195,937,519,0.3,LK,1322,531,0.769551181452664,BG,"[-690.8789944907147, 142.4320301255666, 10959.894358285077]","[1874.7996625990204, 1051.7084985273527]",9.306265819367576,"[2646.9533902405988, 1043.3965499368007]",14.476201961286288,False
72,1196,901,536,0.7370165340887,BG,1337,538,0.7364216074896343,BG,"[-1187.993400678085, 316.9501416169394, 11127.358885355708]","[1801.69933379079, 1076.24990775918]",2.787125575722107,"[2676.698708612734, 1072.6087253533087]",4.162485833237928,False
73,1197,900,536,0.4,LK,1351,546,0.6860290020824374,BG/YOLO,"[-1211.8819699041178, 356.53309229520596, 11253.595327787343]","[1800.1527112195308, 1081.3169948262557]",6.366435801413857,"[2705.854802175383, 1081.3106882651716]",9.63528191279337,False
74,1198,879,548,0.7295632986259843,BG,1364,554,0.8138538558734802,BG,"[-1519.781519154355, 500.3228174472141, 11402.850144125316]","[1757.368038130668, 1100.6408236577493]",3.0022961881965093,"[2732.027045187891, 1104.9634886911977]",4.4613480008055655,False
75,1199,868,553,0.6275499505171125,BG,1377,562,0.6772362739073295,BG,"[-1691.016680017125, 588.4226326620012, 11542.872965052042]","[1735.270694882845, 1111.8912252918797]",3.8621092080858546,"[2758.9103735001268, 1119.6757625465357]",5.72311434706416,False
76,1200,858,559,0.7748298965014045,BG,1389,569,0.6642896493651599,BG,"[-1852.0976634027297, 680.4860388432772, 11675.455024059356]","[1714.9871542400456, 1123.4683421643817]",3.507382166909317,"[2783.5930021919326, 1134.8491110139953]",5.184835429778552,False
77,1201,849,565,0.7658378127360341,BG,1402,577,0.7319472925100827,BG/YOLO,"[-2003.841697719965, 779.493661001282, 11819.713677818676]","[1696.7612894180338, 1135.6139971587932]",3.5595109774340625,"[2810.493955177567, 1151.266394155407]",5.262173971170168,False
78,1202,849,565,0.4,LK,1406,577,0.4,LK,"[-2010.341513594577, 780.1281962691601, 11856.831340864635]","[1696.7320869158198, 1135.3716669710454]",3.3912613250093,"[2818.6755507333655, 1151.6782205548539]",5.032910707303101,False
79,1203,830,576,0.7165795723721337,BG,1426,578,0.3,LK,"[-2337.2735505974333, 896.4163390673825, 12092.893807845105]","[1657.0688396937448, 1148.5737597389398]",3.4179263817631163,"[2858.6069048535414, 1167.3734120638155]",5.03339625052141,False
82,1206,811,588,0.4,LK,1458,617,0.7457506314283824,BG,"[-2687.342245321921, 1244.3186826532228, 12491.921025770227]","[1620.5409596388586, 1188.9513502150548]",8.96681973379974,"[2928.7311607121787, 1224.1517645424892]",13.284276640593458,False
83,1207,795,599,0.7114959615650317,BG,1468,625,0.7529704174988745,BG,"[-2973.20010868845, 1411.2517924305805, 12653.404223231862]","[1587.3631056459878, 1207.841376978984]",6.301244285011205,"[2949.17369699306, 1246.0008947127226]",9.221310966882843,False
84,1208,787,605,0.6151515244611861,BG,1477,626,0.7368693178326675,BG/YOLO,"[-3132.5864721234616, 1485.6906057875779, 12775.016012642149]","[1570.2448493429106, 1215.3919608109122]",2.6069855554387575,"[2967.0134986521293, 1255.0658247161641]",3.805156323724353,False
85,1209,781,603,0.8983534868245349,BG,1478,626,0.4,LK,"[-3231.332571888399, 1479.5317209639968, 12808.904351193]","[1558.4414380633918, 1214.142537378544]",4.797436058984212,"[2969.6053188721417, 1251.2547382794871]",6.95703071836645,False
86,1210,777,598,0.5210360288619995,YOLO,1481,622,0.3,LK,"[-3302.301192942433, 1421.4635272523074, 12852.951233570893]","[1550.655919097853, 1206.3565711799874]",6.645534298652769,"[2976.081651186709, 1239.9707105589519]",9.617411916919513,False
89,1213,763,581,0.7964953919549048,BG,712,537,0.6063886036065611,BG,"[-1173.0356476526572, 514.1121350427895, 4358.155364111582]","[1530.21126273938, 1218.0364836936635]",14.834633528923526,"[1426.786129290555, 1051.0852197045642]",6.715867185707187,False
90,1214,758,576,0.8085181381420813,BG,721,541,0.6473589826355701,BG,"[-1221.3584092886645, 528.9345880475802, 4457.630590995077]","[1522.1299400039827, 1219.1340903427536]",18.306278901734274,"[1445.955901412466, 1053.5100634551682]",8.457694558428035,True
91,1215,754,571,0.8202020201250877,BG,729,546,0.6473589826355701,BG,"[-1261.8424119648023, 549.2489923024568, 4551.3996144733455]","[1516.6967118294847, 1222.3327943753602]",22.507284002857066,"[1463.4756398473353, 1056.826518204964]",10.596506373213302,True
92,1216,749,567,0.6063886036065611,BG,729,545,0.4,LK,"[-1284.8951950198405, 532.1012653265038, 4536.2287325413745]","[1506.650816667391, 1216.9824911759895]",23.180363919214823,"[1463.567995745142, 1053.8089623632757]",10.850799129672762,True
93,1217,748,566,0.4,LK,728,545,0.3,LK,"[-1285.7994654799372, 529.1619625145497, 4522.44479582545]","[1504.873266432747, 1216.519146274581]",23.549437535299315,"[1461.6760736100562, 1053.2501145015156]",10.983588382668682,True
103,1238,1714,456,0.3,LK,1532,481,0.6268724475906414,BG,"[8591.104131080765, -560.0204626649064, 10023.094169897899]","[3413.1100157124047, 942.5837453404563]",14.233165620092695,"[3075.921238307435, 1175.6469884862968]",132.4916958017547,True
105,1240,710,496,0.746888190379627,BG,1493,465,0.4,LK,"[-4453.607415000664, -363.1481905096797, 13131.732192752359]","[1413.2043903119272, 987.2972780142612]",4.477998839921738,"[2995.4186894853215, 941.1234975038926]",6.040108596242694,False
106,1241,710,495,0.4,LK,1474,459,0.7204655244788642,BG/YOLO,"[-4377.164071774704, -406.1882963020437, 12906.755301387306]","[1413.2228822889879, 981.2495383851435]",7.626673155167231,"[2956.0584070748046, 933.8953246509129]",10.109296959018538,False
107,1242,725,485,0.8852008281297054,BG,1456,453,0.8180677890777588,YOLO,"[-4052.680409843672, -520.6678617490126, 12639.62642117932]","[1444.1582119433085, 965.8442263389416]",3.6769214279956626,"[2918.6898503649168, 915.3354136107675]",4.881160619978299,False
108,1243,732,479,0.736691972164802,BG/YOLO,1434,445,0.6610310931550586,BG,"[-3857.774180207406, -611.0193348155514, 12364.820142092725]","[1458.5972107648845, 952.8151667057274]",4.295843532995402,"[2873.3241440086663, 900.1236196667396]",5.633722045766438,False
109,1244,740,474,0.6930155469789269,BG,1414,438,0.6283158706666273,BG,"[-3661.116832939517, -684.7981528495555, 12117.293073762658]","[1475.0744445938894, 941.56788976693]",5.074289625386947,"[2832.2697304207545, 887.2845364617663]",6.592683419779739,False
110,1245,748,467,0.6637587726969463,BG/YOLO,1393,431,0.6803724298137155,BG,"[-3468.055676593925, -771.130837460775, 11864.340128328491]","[1491.5090178014598, 928.1285887634688]",4.475830394983652,"[2789.2367319484047, 872.1440036798805]",5.7545347075596105,False
111,1246,757,462,0.7860787726677729,BG,1372,425,0.5962685095939062,BG/YOLO,"[-3267.4947836480737, -833.104413412306, 11617.410760851075]","[1509.983353895286, 917.4868192356216]",4.790411391320887,"[2746.428222939329, 860.6033074345612]",6.100398914018985,False
112,1247,765,456,0.750114377460519,BG,1351,418,0.6458200789189357,BG,"[-3088.3657284097535, -906.6498330079835, 11378.037584707781]","[1526.41057998272, 904.8541554591015]",5.087739983180021,"[2703.773967338968, 847.0548955541633]",6.407785731144612,False
113,1248,774,451,0.7658378367775387,BG,1330,412,0.7403744956411749,BG/YOLO,"[-2901.775203404521, -964.3023023009994, 11143.906552277094]","[1544.8685995209767, 894.0039144584703]",5.534645380418727,"[2661.283120133827, 835.8125471602824]",6.9005574860790935,False
114,1249,783,445,0.7599925760865994,BG,1308,406,0.7317070743314131,BG/YOLO,"[-2719.4395239997034, -1026.555980898795, 10904.711946679383]","[1563.2733648548392, 881.950456053894]",5.419010067317951,"[2616.836787075843, 823.5929039051367]",6.679584316592882,False
115,1250,792,439,0.7722840040334601,BG,1286,399,0.6151604695480664,BG,"[-2543.446581458252, -1092.3819706051413, 10671.451829468035]","[1581.7311650672677, 868.9158817147577]",5.9655079399369715,"[2572.6125320087635, 810.5766930994761]",7.266952153171869,False
116,1251,802,433,0.7872524305047739,BG/YOLO,1285,399,0.4,LK,"[-2412.320954987152, -1127.6808102523873, 10652.709680938375]","[1601.6081932099191, 863.3800015014805]",1.6569440473711647,"[2569.9486892831796, 802.8681897054884]",2.042937114516349,False
117,1252,812,427,0.6113602871594682,BG,1245,389,0.6362380867588684,BG,"[-2193.727238373093, -1195.7570893269994, 10249.561461923286]","[1622.3717045495566, 846.2581334711173]",4.852216117047906,"[2490.119236239617, 788.6118774984795]",5.800957750017844,False
118,1253,811,426,0.4,LK,1244,388,0.4,LK,"[-2203.8132322093484, -1207.8921837464766, 10239.014344122466]","[1620.3563392667156, 844.1897540880419]",4.887896394262704,"[2488.122984702208, 786.6668105235552]",5.829371704410959,False
119,1254,834,414,0.5363235390601815,BG/YOLO,1244,388,0.3,LK,"[-1924.621114749128, -1273.8590528350828, 10232.20619153794]","[1665.732243383198, 833.849927480713]",3.8084287671008163,"[2486.494430586024, 770.5156357729082]",4.685428868730186,False
120,1255,846,408,0.6307238961097634,BG/YOLO,1172,371,0.7728114128112793,YOLO,"[-1647.6058233844708, -1350.505120732186, 9543.881436355548]","[1691.5772709204118, 806.8974251909248]",5.36113851274257,"[2344.3032434336396, 753.6685592733124]",6.163586171786164,False
121,1256,857,402,0.6639006136707796,BG,1173,371,0.4,LK,"[-1528.0010850230922, -1381.4445583032646, 9558.41965489429]","[1712.935151050511, 802.1095223332304]",1.0861834415529172,"[2345.251991666508, 745.6344757556093]",1.2695185886515608,False
122,1257,869,396,0.6449160528303446,BG,1123,361,0.5099931359291077,YOLO,"[-1316.0779627701745, -1429.0533457033318, 9095.184571430402]","[1738.2769511573442, 782.1515294786587]",5.594681911039077,"[2246.7124145315734, 734.203931487426]",6.247804183756557,False
123,1258,882,390,0.7860787646289066,BG,1099,356,0.6054370999336243,YOLO,"[-1145.502820275158, -1465.4405657625546, 8884.408400127557]","[1764.6348756546272, 769.7553682608226]",5.7305253008324595,"[2198.986287184359, 724.5431817573165]",6.318375187503725,False
124,1259,894,384,0.7117534373215981,BG/YOLO,1073,351,0.6255685712454342,BG,"[-989.5778799759798, -1499.4157214594006, 8657.036014113453]","[1789.084481218365, 756.6722548915031]",6.222427008853226,"[2147.4295210225746, 715.5563073279276]",6.74082314482564,False
125,1260,908,377,0.6751342602594989,BG,1048,347,0.6578143738869514,BG,"[-823.4352527509176, -1531.7190464354019, 8444.765480441485]","[1817.171449492537, 743.7125060862509]",5.5794501635685725,"[2097.4880935295932, 706.3845952038869]",5.95849742161687,False
126,1261,922,371,0.7174328213143727,BG,1022,342,0.6366900393527289,BG,"[-662.1115674955262, -1561.5601744430662, 8229.196257252956]","[1845.6743548621014, 730.4378635997105]",6.166877057579057,"[2046.0417128561787, 697.6347277234661]",6.478260008638528,False
127,1262,937,364,0.7086539075806999,BG,996,338,0.7062179976287497,BG/YOLO,"[-500.52952573371226, -1589.4939688626216, 8017.207287989912]","[1875.8112630436347, 716.9665259531448]",5.819359596537462,"[1994.2334812039935, 689.0461566138097]",6.015659227398997,False
128,1263,953,357,0.7439140872108506,BG/YOLO,971,334,0.71364837865749,BG/YOLO,"[-338.2356942242697, -1616.2736828265704, 7820.665452256166]","[1907.8807498858052, 703.6458065354581]",5.427566384602962,"[1944.3895613034044, 680.3809895653578]",5.53277634535208,False
129,1264,969,351,0.6637421629926729,BG,944,330,0.6237599007582988,BG/YOLO,"[-181.4256620032464, -1635.1793556650139, 7610.107340727594]","[1940.3279473236285, 690.6488524228087]",5.856305044471891,"[1890.959658272002, 673.3482263169558]",5.8627412137660055,False
130,1265,986,344,0.6895392855396978,BG,947,328,0.4,LK,"[-37.266059963203524, -1673.4399566631605, 7680.969299141576]","[1972.0721307366077, 685.8969841782019]",1.4627711889688624,"[1894.7497148478378, 660.5886817541261]",1.5123119993637832,False
131,1266,1004,337,0.6346813829629813,BG,890,322,0.7926229238510132,YOLO,"[132.2632016492296, -1677.3522759755663, 7203.980594287841]","[2010.8764128913633, 662.1788582764716]",5.981062696451023,"[1783.8129733745143, 657.8455656289843]",5.779457443423162,False
132,1267,1022,330,0.6887376732321433,BG,863,320,0.6400154380146549,BG,"[278.39440100015287, -1686.5332299403476, 7002.222747257259]","[2046.64941835925, 649.4709587711008]",5.345657935084826,"[1729.7726843064079, 652.6413117166933]",5.066106802294418,False
133,1268,1306,544,0.7860787654209549,BG,862,319,0.4,LK,"[3555.9700403337524, -382.5668621499624, 8808.976575145414]","[2655.0366178941154, 962.3013534201561]",73.80297766919409,"[1811.5907006084772, 919.7173324156165]",163.46569311247788,True
134,1269,1062,316,0.7268765387429776,BG/YOLO,862,319,0.3,LK,"[592.6422338874754, -1737.6897826605616, 7111.811729188586]","[2119.495346742288, 643.954071039363]",4.734188882682312,"[1721.2332147863565, 629.5533299581184]",4.798554813280464,False
136,1271,1106,302,0.6343081893289951,BG,748,309,0.7549100518226624,YOLO,"[873.6655729441951, -1716.2106602801641, 6194.611303236464]","[2215.9637032868172, 592.1233737775493]",5.857406949604354,"[1501.531467729587, 631.9034980182729]",5.082920177868831,False
137,1272,1106,301,0.4,LK,747,308,0.4,LK,"[873.475419373211, -1723.7577338002022, 6185.582888125351]","[2216.2564536475106, 589.5493253602643]",6.100358544218478,"[1499.771903160187, 630.38506398095]",5.282136142508458,False
138,1273,1157,286,0.8318403363227844,YOLO,747,308,0.3,LK,"[1234.972885406512, -1770.744448228765, 6366.428318897933]","[2304.4767665452855, 590.3980621530686]",6.727577261230981,"[1488.157143187562, 603.3416084042883]",6.420810406344019,False
147,1290,1600,167,0.4,LK,117,319,0.4880257844924927,YOLO,"[4514.525891786429, -1751.7205568231582, 5485.079496661886]","[3356.143991513624, 525.0785798814106]",84.91445181759389,"[415.7432185335761, 383.90301260614757]",111.09070796430078,True
148,1291,1600,167,0.3,LK,78,322,0.7635704874992371,YOLO,"[4788.4579849548345, -1790.5269891457508, 5832.744341093811]","[3352.6428241715876, 544.6991036990727]",94.73204119484257,"[373.2492750092669, 316.4995052123234]",146.07273074348967,True
149,1292,1217,510,0.6504563104738691,BG,78,322,0.4,LK,"[-7656.545586725971, -1922.1246316269783, -23455.734931422172]","[2525.8915892295463, 1160.9637937549014]",-245.56004188154057,"[103.53999809016067, 794.3513154194294]",-227.0354733533928,True
