Unnamed: 0,frame_no,A1_x,A1_y,A1_confidence,A1_method,A2_x,A2_y,A2_confidence,A2_method,position_3d_pixels,A1_reprojected_point,A1_error_cm,A2_reprojected_point,A2_error_cm,anomaly_detected
41,1165,1578,385,0.8378750681877136,YOLO,414,313,0.8341430425643921,YOLO,"[4536.591925511181, -998.5247143216567, 7346.503890664518]","[3107.800085319521, 787.892402924044]",11.850985405750992,"[761.9724951442562, 611.9361608539749]",26.399452790439973,False
42,1166,1540,388,0.5955636501312256,YOLO,471,319,0.519464910030365,YOLO,"[4413.78666798862, -994.9101576268417, 7603.675084014088]","[3043.807249355211, 795.9570076876108]",8.81420497907455,"[899.8639272303649, 616.0821885708262]",20.109787102031703,False
43,1167,1539,388,0.4,LK,471,319,0.4,LK,"[4400.959616322335, -995.561835089545, 7591.493115897775]","[3042.497253566953, 795.4866992899875]",8.441339740219435,"[901.524746427738, 617.1707405298216]",19.131382429580174,False
44,1168,1539,388,0.3,LK,584,334,0.8516761660575867,YOLO,"[5053.491513732003, -968.8691004021468, 8818.616582613433]","[3030.9649385555017, 829.3125264361317]",27.700111971386203,"[1061.9981684329198, 509.20202523899417]",105.9680707031598,True
46,1170,1400,404,0.7307498455047607,YOLO,548,329,0.4,LK,"[3068.34478662431, -982.3424511647693, 6825.879406207042]","[2817.522480851003, 775.179456101249]",20.46112949653237,"[1134.9469939774215, 710.9931936376688]",28.401542044638784,True
47,1171,1399,404,0.4,LK,548,329,0.3,LK,"[3057.416812041333, -982.892856940703, 6815.407503215114]","[2815.9454194420505, 774.6994902171875]",20.67649524331016,"[1135.2600315846432, 711.3794898084357]",28.57066267767195,True
48,1172,1399,404,0.3,LK,761,359,0.7907808423042297,YOLO,"[3698.161198484407, -923.7381223271935, 8652.882561656601]","[2779.2928301521288, 834.259308916788]",11.237501519978244,"[1508.5918336250973, 671.2637548667013]",27.241387386813457,False
49,1173,1312,417,0.4420719146728515,YOLO,761,358,0.4,LK,"[2674.4212397231577, -898.248087589491, 7995.808638216783]","[2618.7548491680996, 825.3798571202515]",6.302736321660374,"[1528.9751284618296, 737.6606126662659]",10.640563949154991,False
50,1174,1318,413,0.4,LK,761,358,0.3,LK,"[2732.54136690555, -915.8328346229554, 8027.835600820565]","[2628.9584599852897, 822.6097839091001]",3.770737996273047,"[1526.5831401153978, 729.6812335524489]",6.485836307202741,False
51,1175,1318,413,0.3,LK,875,381,0.7707192301750183,YOLO,"[3001.6456288139952, -869.3563365965348, 8896.682535776967]","[2623.785305116175, 848.6289087271604]",10.205946706028293,"[1743.0631565163162, 723.7783300647224]",22.194089116771842,False
52,1176,1234,430,0.4493336379528045,YOLO,909,388,0.8134254813194275,YOLO,"[2129.1780717381303, -789.0094699078777, 8712.614189785985]","[2463.078404642292, 860.0085766473037]",1.2798146016614815,"[1818.9222896215613, 780.7621075267565]",2.258109867988467,False
53,1177,1211,435,0.4522290229797363,YOLO,887,392,0.4,LK,"[1844.0176155580648, -751.5630219810787, 8422.255961916668]","[2419.1343980809224, 862.1137379313607]",5.123481175542359,"[1776.8261754369971, 799.9010355474069]",8.142065590914632,False
54,1178,1210,435,0.4,LK,971,403,0.632969856262207,YOLO,"[1965.007638707388, -730.8197236810662, 9066.733755580119]","[2415.3009781070004, 875.8359135684441]",2.135251234986186,"[1941.1946240420648, 799.6273371254761]",3.911438940042797,False
55,1179,1210,435,0.3,LK,999,408,0.7274074491238363,BG/YOLO,"[2006.3280254199365, -720.1465829204537, 9266.284143578452]","[2414.941547468026, 880.4269939352006]",4.779211802301196,"[1996.2992299884106, 800.7430616282816]",9.152492050742103,False
57,1181,1125,455,0.6678897206844195,BG,385,431,0.6737651190752144,BG,"[901.2304111422166, -386.2225400464114, 2520.954192047507]","[2658.525918933099, 760.4085051404489]",67.01386527997046,"[859.7536260684926, 898.4495622529695]",17.195572472437068,True
58,1182,1108,459,0.4701980054378509,YOLO,1077,431,0.702171935411287,BG/YOLO,"[960.5220871288873, -532.2216388294266, 9525.010076076462]","[2215.0706294176616, 915.1514454317029]",2.002535465331102,"[2154.7487083539163, 867.9080694117416]",3.3630510050745266,False
59,1183,1088,465,0.6013549912688727,BG,1100,439,0.6012979338478888,BG,"[752.0946596328168, -471.5008781515403, 9652.8590441558]","[2175.454952883889, 926.3292520945633]",2.3955640738490995,"[2200.994964886102, 884.880285729483]",3.9801513189278537,False
60,1184,1088,464,0.4,LK,1123,446,0.6082147725892362,BG,"[764.4792181507671, -454.8789534430383, 9826.240681608735]","[2175.2572517850044, 930.3889944130988]",1.181069431825929,"[2246.872213957434, 889.0990961333371]",2.023857685119862,False
61,1185,1053,476,0.6833714222792671,BG,1145,454,0.7461447538866685,BG/YOLO,"[373.81261606162394, -352.787887753212, 9931.93545971334]","[2105.863356870706, 947.5149433137269]",2.8001054235514427,"[2291.6777876051246, 915.8443514042112]",4.601490634379414,False
62,1186,1037,481,0.6114453778727781,BG,1166,462,0.6288634838411926,BG,"[192.96181175402342, -291.11520892061924, 10071.427667208032]","[2073.936223979027, 958.0329307859573]",2.4754261253171235,"[2334.1082345387977, 930.9954958307543]",4.051571985389345,False
63,1187,1021,486,0.6159313487097995,BG,1186,469,0.6935989135132409,BG,"[6.647290725171727, -231.32012409651642, 10208.815773972341]","[2041.957101228372, 967.9637680407645]",2.522476540779951,"[2374.6536692275968, 945.1456340831974]",4.1078657921673605,False
64,1188,1006,492,0.6587925570046589,BG,1206,478,0.8301506638526917,YOLO,"[-173.3047691869849, -154.33785906479562, 10353.473778310536]","[2011.910150727623, 980.2886673610199]",2.341126352163422,"[2415.3133276791805, 962.7854490827922]",3.801152641348145,False
65,1189,991,497,0.6325046980505941,BG,1224,485,0.7332215697643618,BG,"[-358.2552267787062, -89.98472914937327, 10487.212236384592]","[1981.8072026456218, 990.347084562747]",2.340652094054869,"[2452.021175470069, 976.8902082046791]",3.780805187001882,False
66,1190,977,503,0.5946550193165179,BG/YOLO,1242,492,0.7486183572202703,BG,"[-536.4349946305583, -16.811688954502863, 10627.052973317395]","[1953.6139434381078, 1001.4739312316487]",2.9626628081655926,"[2488.816047723141, 992.5447687484942]",4.7698206147989675,False
67,1191,963,508,0.7212536253787859,BG,1260,500,0.786295076278622,BG/YOLO,"[-719.5656272422854, 56.267865027168035, 10772.305661001508]","[1925.4165488838955, 1012.2937672454805]",2.5078082079601733,"[2525.7784977423053, 1007.6512876605877]",4.0253416760044765,False
68,1192,951,514,0.6596457161029652,BG,1276,507,0.7630414677854918,BG/YOLO,"[-881.8746822973783, 133.65094412723866, 10906.138911226943]","[1901.1185891781206, 1023.4727907501089]",3.144892724111731,"[2558.6798364384404, 1023.3660481508286]",5.038053283710937,False
69,1193,937,518,0.6866666357326704,BG/YOLO,1292,515,0.7435380322334679,BG,"[-1073.5794288503887, 204.44063112506785, 11045.073629226117]","[1872.8867062172396, 1033.417642801394]",1.949365137397251,"[2591.854116799008, 1036.8623104768053]",3.107707608504364,False
70,1194,937,516,0.4,LK,1308,523,0.7964021064278015,BG/YOLO,"[-1084.1638283931752, 226.88116629611946, 11184.084071728434]","[1873.3389609492888, 1036.2419556352984]",2.6945971071097756,"[2625.5792717113372, 1042.5817451040941]",4.374718362316447,False
71,1195,937,519,0.3,LK,1322,531,0.769551181452664,BG,"[-1094.945416383603, 285.5917087725763, 11305.491343062997]","[1873.4898670895016, 1044.1521125758584]",4.023112699976554,"[2655.0084045852605, 1055.9153694583902]",6.632572429759982,False
72,1196,901,536,0.7370165340887,BG,1337,538,0.7364216074896343,BG,"[-1600.6939513339241, 467.8491594071268, 11463.746807173682]","[1799.5727178365557, 1068.8748550091352]",2.7676113112676544,"[2685.465762258311, 1085.7968138548451]",4.376861792655622,False
73,1197,900,536,0.4,LK,1351,546,0.6860290020824374,BG/YOLO,"[-1629.627988870751, 508.90401395884646, 11593.02041995921]","[1797.9506390046222, 1073.7816981713465]",0.6690698582178392,"[2715.375430643209, 1094.7955795731666]",1.0727450509333143,False
74,1198,879,548,0.7295632986259843,BG,1364,554,0.8138538558734802,BG,"[-1945.033285922058, 658.5851483624095, 11737.848775340286]","[1754.5191397915341, 1093.1949842179902]",2.945992042932315,"[2742.2168971420283, 1119.110703464314]",4.635930988327088,False
75,1199,868,553,0.6275499505171125,BG,1377,562,0.6772362739073295,BG,"[-2122.6625784419107, 750.2250362961944, 11877.203530978339]","[1732.0378258982903, 1104.4153924342097]",2.281740537306279,"[2769.834004370879, 1134.24646431052]",3.5808001813298858,False
76,1200,858,559,0.7748298965014045,BG,1389,569,0.6642896493651599,BG,"[-2289.926284411725, 846.0713683988763, 12009.160618726517]","[1711.3655575520017, 1116.0010651292916]",2.8287695009122107,"[2795.203852708451, 1149.917945819841]",4.4285942649113155,False
77,1201,849,565,0.7658378127360341,BG,1402,577,0.7319472925100827,BG/YOLO,"[-2448.369142136878, 949.0281103200264, 12153.381630167709]","[1692.7495691507684, 1128.140610945343]",2.9884497569740107,"[2822.8691148765383, 1166.8990891969902]",4.679279724680957,False
78,1202,849,565,0.4,LK,1406,577,0.4,LK,"[-2456.2442630227933, 950.1873441242373, 12191.533065455324]","[1692.722741717621, 1127.9032748198974]",3.175070515454014,"[2831.3046440593885, 1167.4029882271043]",4.991495317858612,False
79,1203,830,576,0.7165795723721337,BG,1426,578,0.3,LK,"[-2794.096832573278, 1074.0521053968978, 12425.948586899372]","[1652.3112228748796, 1141.4141374545268]",10.21852235227114,"[2872.4623325817142, 1183.9020118450335]",15.939038892237788,False
82,1206,811,588,0.4,LK,1458,617,0.7457506314283824,BG,"[-3163.5126306483967, 1431.3251053295053, 12825.91016219115]","[1614.6611582451117, 1181.4162820463525]",1.3926773679541404,"[2944.6036251076766, 1242.2411112726375]",2.1862820536259497,False
83,1207,795,599,0.7114959615650317,BG,1468,625,0.7529704174988745,BG,"[-3458.313909009485, 1604.9381864135767, 12984.010010243672]","[1580.6200125928654, 1200.5148790644369]",1.5733279743877966,"[2965.6269010069805, 1264.8264321496374]",2.4388588339216595,False
84,1208,787,605,0.6151515244611861,BG,1477,626,0.7368693178326675,BG/YOLO,"[-3623.704877340981, 1683.6762052584236, 13104.805598572422]","[1563.0557069455356, 1208.256023769939]",5.412597962330229,"[2984.008583822327, 1274.3724335004933]",8.367605001449245,False
85,1209,781,603,0.8983534868245349,BG,1478,626,0.4,LK,"[-3723.8657658980133, 1677.6462168085666, 13137.22579774872]","[1551.0613983836136, 1207.0221667850014]",3.2380123562418173,"[2986.7166549597064, 1270.3087262103397]",4.972624124249494,False
86,1210,777,598,0.5210360288619995,YOLO,1481,622,0.3,LK,"[-3795.785824517074, 1618.8169797069013, 13181.083169778865]","[1543.2634064371214, 1199.2506393035042]",1.3338749857159575,"[2993.4684175706893, 1258.6239959601596]",2.044240136243753,False
89,1213,763,581,0.7964953919549048,BG,712,537,0.6063886036065611,BG,"[-1333.9456469780891, 586.0802449030664, 4451.234931804426]","[1523.0344632238466, 1213.3264022219216]",12.884125824784684,"[1427.2149479366665, 1053.9478799812327]",5.993876845350295,False
90,1214,758,576,0.8085181381420813,BG,721,541,0.6473589826355701,BG,"[-1386.580609230041, 602.0499566659972, 4554.484028010108]","[1514.8046778537737, 1214.1555569117966]",16.264645641666135,"[1446.369417847051, 1056.421918585326]",7.727819673552016,False
91,1215,754,571,0.8202020201250877,BG,729,546,0.6473589826355701,BG,"[-1431.1647744743364, 623.3955139597476, 4651.765561165016]","[1509.2452067214658, 1217.0559621496088]",20.37288114729927,"[1463.8834214696717, 1059.770220764449]",9.871330651152679,True
92,1216,749,567,0.6063886036065611,BG,729,545,0.4,LK,"[-1453.526797600046, 605.7188041203638, 4635.9138833820325]","[1499.093067764327, 1211.7222244240713]",21.0671977122274,"[1463.9991349993454, 1056.6993868562522]",10.147575124289846,True
93,1217,748,566,0.4,LK,728,545,0.3,LK,"[-1453.838256138652, 602.5138087710448, 4621.592337808094]","[1497.2978664409761, 1211.2633857028677]",21.447289778032772,"[1462.1198503949124, 1056.1148383432237]",10.292306705482508,True
103,1238,1714,456,0.3,LK,1532,481,0.6268724475906414,BG,"[8295.496048843333, -448.6512250349152, 10575.190278192531]","[3396.1980178460576, 936.5377486614038]",7.787478006851157,"[3098.1059347990795, 1079.5814574167748]",74.54844012324708,True
105,1240,710,496,0.746888190379627,BG,1493,465,0.4,LK,"[-4944.376326717301, -182.57901286874008, 13449.495513031847]","[1405.6357953444192, 982.4059546263692]",9.800695770878665,"[3014.786220868075, 950.3450964282737]",13.982145265985116,False
106,1241,710,495,0.4,LK,1474,459,0.7204655244788642,BG/YOLO,"[-4860.070339436629, -228.74763256077708, 13220.945105635841]","[1405.6730482714297, 976.4807832177613]",12.76616831640651,"[2974.1834684532796, 942.7964374599024]",17.888287484955587,False
107,1242,725,485,0.8852008281297054,BG,1456,453,0.8180677890777588,YOLO,"[-4523.659350658549, -350.37590301287514, 12955.104527041092]","[1437.5069735433062, 960.9896138171763]",8.5346020496875,"[2935.645965316838, 923.4980266931352]",11.977477497235169,False
108,1243,732,479,0.736691972164802,BG/YOLO,1434,445,0.6610310931550586,BG,"[-4317.9081898045715, -446.12056017435464, 12678.052483123807]","[1452.3634922978363, 948.0430189662575]",8.883888844003044,"[2888.8786561346014, 907.7092783178306]",12.312021368269562,False
109,1244,740,474,0.6930155469789269,BG,1414,438,0.6283158706666273,BG,"[-4111.447681825428, -524.6899189997778, 12428.87222915563]","[1469.267283466876, 936.8707944843716]",9.427645581957897,"[2846.5821817349515, 894.4171088076897]",12.940263327298526,False
110,1245,748,467,0.6637587726969463,BG/YOLO,1393,431,0.6803724298137155,BG,"[-3908.229452089364, -616.2757118983233, 12173.95373163179]","[1486.141444045286, 923.5043867693681]",8.581037562474044,"[2802.2817947662998, 878.7233704464998]",11.651542191043916,False
111,1246,757,462,0.7860787726677729,BG,1372,425,0.5962685095939062,BG/YOLO,"[-3697.925733854991, -682.9489266481086, 11925.25763043208]","[1505.0442515579848, 912.9368971011767]",8.680297217649724,"[2758.2531982621013, 866.7916600740264]",11.670605366797332,False
112,1247,765,456,0.750114377460519,BG,1351,418,0.6458200789189357,BG,"[-3509.4084379809824, -761.1392911361442, 11683.884471380494]","[1521.8539086978838, 900.4160195924641]",8.74822564827834,"[2714.4462898441834, 852.8052376797572]",11.628779339956111,False
113,1248,774,451,0.7658378367775387,BG,1330,412,0.7403744956411749,BG/YOLO,"[-3313.698512692002, -823.1600306107882, 11448.00659020889]","[1540.6990325448087, 889.6685217004095]",8.990348526838167,"[2670.8602322482043, 841.2202050450877]",11.826964762321834,False
114,1249,783,445,0.7599925760865994,BG,1308,406,0.7317070743314131,BG/YOLO,"[-3122.0611464288645, -889.9830621165731, 11206.849373132856]","[1559.4828280963504, 877.7283925703812]",8.663679726221664,"[2625.3334390527916, 828.6233008794687]",11.26398483401263,False
115,1250,792,439,0.7722840040334601,BG,1286,399,0.6151604695480664,BG,"[-2937.1217498983337, -960.1947328854203, 10971.789991678108]","[1578.2946367104169, 864.8491485810233]",8.992032859835161,"[2580.1203169519576, 815.2485940921515]",11.55040755659273,False
116,1251,802,433,0.7872524305047739,BG/YOLO,1285,399,0.4,LK,"[-2804.402445587625, -997.5092958557597, 10956.063845204293]","[1598.5613314249233, 859.2344870197744]",4.642578341315412,"[2577.3846561745736, 807.2835583526634]",6.037480447006071,False
117,1252,812,427,0.6113602871594682,BG,1245,389,0.6362380867588684,BG,"[-2571.065622164139, -1071.8261185834924, 10547.405945161594]","[1619.6499513584013, 842.42357639627]",7.519507950301822,"[2495.953719704377, 792.6720577186697]",9.475026913725646,False
118,1253,811,426,0.4,LK,1244,388,0.4,LK,"[-2580.8099185901224, -1084.2029829859666, 10536.391169080644]","[1617.6117042995095, 840.3870541215623]",7.532001238603828,"[2493.9260548171596, 790.666506386903]",9.467164794815327,False
119,1254,834,414,0.5363235390601815,BG/YOLO,1244,388,0.3,LK,"[-2299.6523541159836, -1153.7725977539467, 10537.041847764578]","[1663.7412938894936, 829.900018154151]",1.2237138892179495,"[2492.2362365023523, 774.0359480690935]",1.587727086369844,False
120,1255,846,408,0.6307238961097634,BG/YOLO,1172,371,0.7728114128112793,YOLO,"[-1998.3568909672408, -1239.6748145563897, 9837.149835941778]","[1689.8328151144785, 803.6302576318648]",7.4460344749909355,"[2347.858037994051, 756.9074939960266]",9.016323131616836,False
121,1256,857,402,0.6639006136707796,BG,1173,371,0.4,LK,"[-1878.4864814319315, -1272.0451063324217, 9855.442743906713]","[1711.499741445837, 798.7801043271808]",3.152904767061437,"[2348.795031539977, 748.6510730485064]",3.8824714841797157,False
122,1257,869,396,0.6449160528303446,BG,1123,361,0.5099931359291077,YOLO,"[-1650.0919308677328, -1326.4033372287486, 9385.244763074314]","[1737.0480188821768, 779.2906758643708]",7.348351386379286,"[2249.1760734007617, 737.0227101946448]",8.639708309502998,False
123,1258,882,390,0.7860787646289066,BG,1099,356,0.6054370999336243,YOLO,"[-1471.6153986530367, -1366.7403469938802, 9173.425003739472]","[1763.6499300207975, 767.1112103250665]",7.332844895425583,"[2201.0399520984806, 727.1770018522657]",8.511367124931441,False
124,1259,894,384,0.7117534373215981,BG/YOLO,1073,351,0.6255685712454342,BG,"[-1307.2843814689852, -1404.7876311257783, 8944.101313540752]","[1788.2887997093915, 754.2744681219459]",7.671824439817624,"[2149.119815203841, 718.0153734477275]",8.747844880290794,False
125,1260,908,377,0.6751342602594989,BG,1048,347,0.6578143738869514,BG,"[-1133.0944577827934, -1441.2095469606443, 8730.480365182368]","[1816.5831207057859, 741.5315824746374]",6.89507031081593,"[2098.882006906851, 708.6505678666347]",7.749723344092156,False
126,1261,922,371,0.7174328213143727,BG,1022,342,0.6366900393527289,BG,"[-963.7202983373062, -1475.018578431435, 8513.329170811083]","[1845.2387460361679, 728.5230436747141]",7.350042484415601,"[2047.2209533458806, 699.7540648632474]",8.125827520301797,False
127,1262,937,364,0.7086539075806999,BG,996,338,0.7062179976287497,BG/YOLO,"[-794.0816199365071, -1507.041912123608, 8299.672151738996]","[1875.5192019693582, 715.2973184361214]",6.885013425997382,"[1995.2384885636088, 690.9989780351486]",7.489767568985378,False
128,1263,953,357,0.7439140872108506,BG/YOLO,971,334,0.71364837865749,BG/YOLO,"[-624.2311470107733, -1537.73268568644, 8101.809695796944]","[1907.7051565820605, 702.2241215475385]",6.390059233315229,"[1945.2785662440158, 682.1794368215026]",6.854824997244882,False
129,1264,969,351,0.6637421629926729,BG,944,330,0.6237599007582988,BG/YOLO,"[-459.40360904808557, -1560.5341227399003, 7889.142938364983]","[1940.2160664348717, 689.4942970275308]",6.7257279961907495,"[1891.7866675423907, 675.0386856883514]",7.085433487493912,False
130,1265,986,344,0.6895392855396978,BG,947,328,0.4,LK,"[-316.87803607740307, -1599.5614995697345, 7966.431799242152]","[1972.1045270721365, 684.7565782348715]",2.3279399135649217,"[1895.5190425923358, 662.089517071057]",2.533921620124441,False
131,1266,1004,337,0.6346813829629813,BG,890,322,0.7926229238510132,YOLO,"[-130.04444201043668, -1610.5901319487566, 7478.503618019755]","[2010.7865475426136, 661.5838971091686]",6.694884423223873,"[1784.6211760769233, 659.299323280991]",6.807921659301081,False
132,1267,1022,330,0.6887376732321433,BG,863,320,0.6400154380146549,BG,"[23.99712039918384, -1623.581329716569, 7273.6147724931225]","[2046.5325290730652, 649.0990835017913]",6.015178672761411,"[1730.5998693241504, 654.0049067708864]",5.998317412450786,False
133,1268,1306,544,0.7860787654209549,BG,862,319,0.4,LK,"[3269.1003591302365, -259.6671440354084, 9253.63381836999]","[2651.2374266156075, 959.3747415778668]",77.7013475271315,"[1821.6349854509904, 945.187792554546]",186.27466095501748,True
134,1269,1062,316,0.7268765387429776,BG/YOLO,862,319,0.3,LK,"[336.3662441547989, -1676.4336366627897, 7395.493086544689]","[2119.41850250498, 643.5853835969867]",4.034300655692465,"[1721.8601873932164, 630.6427104491038]",4.305207040440058,False
136,1271,1106,302,0.6343081893289951,BG,748,309,0.7549100518226624,YOLO,"[650.8278714882864, -1668.1335624734136, 6449.84343716671]","[2215.1810175378537, 592.7904512854712]",6.483205215656576,"[1502.809583698415, 633.1351212673508]",5.91861372896793,False
137,1272,1106,301,0.4,LK,747,308,0.4,LK,"[650.8832138550404, -1675.9364295931746, 6440.467633021596]","[2215.4496757107822, 590.2656186156586]",6.717255265933722,"[1501.0586358048351, 631.5968055433625]",6.1191047573194135,False
138,1273,1157,286,0.8318403363227844,YOLO,747,308,0.3,LK,"[1008.1431044388112, -1723.5976839165367, 6637.105707395915]","[2303.281615173871, 591.1059128782231]",6.026107214689586,"[1489.1000806459879, 604.4485791176749]",6.052114025067912,False
147,1290,1600,167,0.4,LK,117,319,0.4880257844924927,YOLO,"[4466.284863209575, -1777.1154516610736, 6017.798954862045]","[3323.1955581182465, 534.4756901850348]",87.32879927647146,"[422.24950155601533, 346.8759513640811]",134.52418307357433,True
148,1291,1600,167,0.3,LK,78,322,0.7635704874992371,YOLO,"[4730.651382850529, -1816.96621909161, 6395.935398643733]","[3318.797998886223, 552.3278663412104]",97.10753958672572,"[376.84610367840037, 269.55791578457615]",177.09817901170726,True
149,1292,1217,510,0.6504563104738691,BG,78,322,0.4,LK,"[-7536.073900736093, -2445.6599687426756, -28140.285195617045]","[2503.5528915479767, 1142.1667002035729]",-242.63710895751836,"[103.1380914521962, 784.2421788454562]",-250.4266527524865,True
